OTUId	CM30b51-B	CM30b51-M	CM30b58-C	CM30b58-I	CM30b60-E	CM30b60-M	CM30c-O	CM30c-P	CM30c28-N	CM30c28-P	CM30c30-L	CM30c30-N	CM30c35-B	CM30c35-D	CM30c37-E	CM30c37-L	CM30c39-A	CM30c39-E	CM30c44-B	CM30c44-C	CM30c46-D	CM30c46-O	CM30c51-H	CM30c51-I	CM30c53-B	CM30c53-I	CM30c60-A	CM30c60-B	CM30c62-D	CM30c62-M	CM30d12-H	CM30d12-L	CM30d3-D	CM30d3-L	CM31a5-A	CM31a5-B	LB1-A	LB1-E	LB5-A	LB5-I	Plot1-B	Plot1-L	Plot2-C	Plot2-M	Plot3-H	Plot3-N	Plot4-A	Plot4-N	Plot5-I	Plot5-N	Plot6-I	Plot6-N	Plot7-M	Plot7-N	Plot8-I	Plot8-O
OTU_140;size=1286;	57	53	26	26	13	4	0	8	22	10	36	20	20	19	18	2	4	1	2	5	9	1	41	4	11	6	2	21	4	7	8	35	80	54	42	25	20	95	39	42	12	6	7	12	6	6	27	27	25	26	12	17	21	12	18	29
OTU_6209;size=78;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	3	0	2	1	1	0	0	0	0	1	0	0
OTU_1740;size=17;	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	5
OTU_5771;size=12;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	3	0	0	0	0	6	5	0	0	1	15	23	0	0	1	0	0	0	28	0	4	0	4	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0
OTU_1627;size=225;	4	1	4	6	0	0	0	7	1	2	6	2	9	12	1	1	0	2	0	0	1	2	2	0	0	0	1	6	2	2	3	7	22	13	6	2	1	3	12	4	0	0	4	3	1	4	2	4	14	5	1	1	5	3	8	7
OTU_4255;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10793;size=2;	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9091;size=4;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU_133;size=886;	6	11	7	0	1	3	0	2	1	1	5	0	7	2	19	11	2	1	0	0	0	2	46	1	3	1	1	3	0	1	0	1	13	4	0	76	11	57	6	6	0	0	0	2	0	3	5	3	2	288	1	3	5	2	0	0
OTU_3033;size=7;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
OTU_12;size=19771;	3	0	0	23	10	7458	0	0	1	3	32	0	7	3	3	10	1	3	1	0	1	0	0	0	13	2	1	0	3	3	0	157	6	45	19	1	6	0	4	5	0	0	28	9	5	2	2	0	0	48	140	0	7	18	6	2
OTU_541;size=184;	8	1	0	4	3	0	0	0	0	0	0	0	5	5	0	1	0	0	1	0	0	6	11	0	0	4	2	3	0	6	0	7	2	8	2	5	0	0	0	3	0	2	0	6	2	7	10	4	3	1	0	8	0	3	0	10
OTU_4261;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2095;size=7;	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8181;size=147;	4	0	1	7	0	4	1	7	0	2	0	0	10	1	7	8	9	2	1	1	0	0	37	7	0	0	1	1	0	7	2	5	18	22	11	118	0	11	0	0	8	4	2	2	6	0	6	4	1	17	1	3	4	2	0	2
OTU_680;size=53;	9	0	0	6	3	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	6	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0	0	5	0	1	3	4	0	0
OTU_9733;size=5;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	1	0	0	0	1	4	4	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7
OTU_2480;size=16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_4253;size=6;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
OTU_7047;size=2;	3	0	0	1	1	1	0	0	0	0	0	1	0	0	10	1	1	0	2	0	0	2	0	0	0	0	2	0	0	0	5	1	2	0	3	2	0	2	3	2	0	0	0	0	1	0	0	1	0	0	1	0	2	5	3	1
OTU_238;size=347;	8	7	3	0	2	0	0	0	0	4	0	1	0	0	1	0	1	2	2	0	0	14	0	0	0	0	1	0	0	0	4	2	7	0	0	0	0	2	4	16	0	0	0	0	14	0	83	31	2	104	5	3	3	0	0	2
OTU_4254;size=12;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1738;size=31;	0	0	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	3	0	2	3	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	1	2	1	0	1	0
OTU_2490;size=2;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1662;size=23;	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	6	0	0	0	1	0	1	0	3	0	0	1
OTU_4264;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_704;size=224;	11	2	2	0	0	0	0	10	0	0	5	8	1	3	1	0	3	0	6	5	0	0	2	0	1	0	1	1	0	0	6	0	6	1	0	0	2	1	19	1	5	1	2	4	2	0	20	13	0	5	0	6	3	17	2	13
OTU_1473;size=50;	0	0	0	0	0	0	0	2	5	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	7	3	1	0	1	6	0	2	0	0	1	1	1	0	0	2	0	0	0	1	0	0	0	1	0	0	2	4	0	0	0	0
OTU_1036;size=1233;	10	2	0	0	1	1	0	0	3	1	0	0	0	0	1	5	0	0	0	0	2	0	0	0	1	0	1	236	0	2	0	14	1	1	0	0	0	6	2	4	0	0	0	0	0	3	1	0	4	3	3	0	2	1	4	0
OTU_4940;size=164;	0	0	1	0	7	0	0	1	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	2	1	0
OTU_594;size=319;	10	0	1	3	4	4	0	1	0	0	0	1	5	51	9	5	1	0	0	2	1	5	0	0	0	0	2	0	2	2	0	2	16	17	0	0	1	7	0	5	0	0	1	0	22	0	0	0	5	16	2	8	20	16	2	25
OTU_2320;size=22;	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	4	1	2	0	0
OTU_188;size=396;	9	0	0	6	0	0	13	1	5	0	1	2	3	6	2	8	1	0	0	0	0	2	0	0	3	2	0	7	5	2	0	1	0	2	2	1	3	1	6	2	3	0	0	3	158	3	47	9	1	43	1	13	1	0	3	1
OTU_345;size=206;	0	0	0	2	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_3;size=69846;	1	1	216	357	0	2	124	327	203	1214	1	0	1925	7	0	0	1	0	0	0	0	10	1522	1250	4	0	0	432	4543	70	1	1	3	1	11	4151	0	0	4	4	271	5	325	75	8	44	4	1	702	10	2	111	2	0	1	1
OTU_11281;size=37;	0	0	2	14	0	1	4	10	42	46	1	0	21	0	0	0	0	0	0	0	0	0	25	56	1	0	0	280	2069	15	0	0	0	1	0	37	0	0	0	0	1	0	1186	7	0	102	0	0	11	0	0	1	0	0	0	0
OTU_534;size=154;	0	8	0	0	0	2	0	0	24	14	0	4	0	0	0	1	0	1	0	0	0	1	0	0	8	6	0	38	0	0	1	1	2	0	0	1	0	4	2	3	0	0	0	1	2	13	0	5	5	0	0	0	0	0	3	4
OTU_6678;size=6;	0	0	3	399	0	0	1	29	479	125	0	0	27	0	0	0	0	0	0	0	0	0	10	15	0	0	0	5	38	305	0	0	0	0	0	19	0	0	0	0	1	1	2	0	7	3	0	0	4	0	0	0	0	0	0	2
OTU_653;size=73;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	14	0	9	0	1	0	0	0	0	0	0	0	0	0	0	7	8	24	0	0	0	0	0	0	0	0	0	7	0
OTU_3852;size=81;	0	0	0	0	0	0	1	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_4016;size=267;	1	0	1	1	2	3	0	13	1	1	5	23	1	0	5	3	0	2	0	0	0	0	0	0	87	0	0	1099	6	1	615	1	0	0	1	0	1	10	9	261	0	0	5	0	0	0	0	194	0	0	4	0	0	1	0	0
OTU_673;size=2377;	0	0	0	97	0	3	0	0	0	0	34	0	0	0	0	3	0	0	0	0	0	0	0	137	0	0	0	59	0	0	0	0	0	0	0	1	9	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_858;size=157;	0	6	0	3	2	5	0	3	0	1	0	0	3	0	0	1	0	0	0	0	0	0	4	7	4	0	0	7	3	9	2	1	8	7	2	0	0	1	0	2	5	5	6	9	3	3	18	4	6	2	4	6	2	2	0	0
OTU_437;size=140;	0	8	0	0	0	0	0	0	2	24	2	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	57	0	0	4	1	1	3	0	0	1	0	14	8	0	0	0	0	0	7	0	2	1	0	0	0	0	0	0	0
OTU_366;size=426;	6	6	0	0	0	0	0	28	0	9	0	0	3	6	0	1	1	0	0	0	0	0	1	0	2	0	0	51	0	18	0	0	0	0	0	0	0	0	0	0	4	2	0	3	0	2	1	6	0	1	0	0	0	0	0	0
OTU_6106;size=1;	0	0	0	0	0	1	0	0	0	0	1	33	0	0	0	2	0	0	0	0	0	0	0	0	116	0	0	1052	1	0	566	0	0	0	0	0	0	1	0	357	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0
OTU_9472;size=6;	1	2	2	2	0	0	14	16	11	13	1	4	0	1	1	2	2	0	0	1	0	0	9	1	2	2	0	97	0	2	8	1	11	2	4	2	0	4	2	22	0	13	1	6	0	2	27	3	5	9	1	5	5	1	0	1
OTU_8770;size=38;	0	0	1	0	92	0	0	0	0	0	0	0	0	0	5	0	61	0	9	60	0	0	2	0	0	0	0	2	0	0	0	1	1	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0
OTU_4566;size=3;	0	0	0	0	0	1	1	0	1	3	0	0	13	2	0	0	0	0	3	0	0	0	1	2	3	5	0	5	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	2	1	5	3	0	3	0	1	2	0	7	0	1
OTU_2453;size=7;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5892;size=76;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0
OTU_1443;size=17;	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0
OTU_1025;size=36;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	4	1	0	0	15	2	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU_3942;size=12;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10695;size=8;	0	0	0	1	0	0	4	8	0	0	1	0	2	5	0	0	0	0	0	0	0	0	24	34	2	0	0	17	3	20	0	0	0	0	1	12	0	4	5	0	18	0	48	25	2	0	0	0	89	19	0	6	0	0	0	0
OTU_283;size=866;	0	0	75	0	0	0	0	2	0	0	0	0	0	0	181	0	12	0	30	49	0	0	69	5	0	1	0	123	0	0	0	0	0	0	0	0	0	7	0	12	0	1	0	0	0	0	0	0	0	0	0	272	0	1	0	0
OTU_10048;size=1;	0	6	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	0	0	3	1	4	0	5	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
OTU_959;size=93;	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	8	0	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	46	0	3	0	5	0	0	0	0	0
OTU_277;size=374;	1	0	0	3	10	2	4	2	13	8	0	0	1	40	0	2	0	0	0	0	1	0	1	1	0	0	0	15	34	38	0	1	11	20	0	0	1	5	0	59	1	8	0	43	0	12	13	3	12	2	0	0	0	0	0	7
OTU_4015;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1843;size=8;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6158;size=728;	0	2	0	0	7	15	0	0	0	0	0	4	0	0	1	0	2	0	0	21	0	3	0	2	2	1	0	16	0	2	3	7	0	0	0	0	0	0	0	4	0	0	0	1	0	0	3	2	3	0	0	2	39	20	4	0
OTU_6691;size=76;	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	8	1	0	1
OTU_11098;size=778;	0	0	2	80	0	0	0	831	7	5624	0	0	29	1	0	0	0	0	0	0	0	20	896	474	2	0	0	63	3681	20	0	0	0	0	0	3715	0	1	5	16	236	5	124	182	2	13	1	0	633	0	0	101	0	1	0	2
OTU_2182;size=19;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	11	0	0
OTU_3985;size=12;	0	2	1	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	1	2	0
OTU_540;size=80;	0	0	1	1	0	0	10	12	2	3	0	1	3	2	0	0	0	0	0	0	0	0	0	0	1	2	0	5	2	1	0	0	0	12	0	2	0	0	0	0	0	0	0	10	0	1	0	0	9	0	0	0	0	1	0	0
OTU_139;size=785;	17	5	0	5	2	1	37	0	31	1	0	0	10	0	0	14	0	0	0	0	1	65	0	0	0	2	0	82	14	11	4	5	23	1	29	58	0	7	4	3	0	3	0	66	0	80	4	2	0	101	5	0	0	0	0	11
OTU_231;size=273;	0	8	1	0	0	0	0	0	7	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	1	3	0	144	0	0	65	7	0	0	0	0	0	0	0	0	0	1	0	0	3	4	0	0	0	0	0	0	0	0	0	0
OTU_8081;size=11;	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	3	0	4	4	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1338;size=87;	0	8	0	0	0	0	0	0	5	0	8	19	1	0	0	0	0	0	0	1	18	0	0	0	9	0	0	4	0	0	1	4	3	1	0	0	1	2	16	0	0	0	0	0	0	0	6	1	0	0	1	0	0	1	0	1
OTU_2506;size=21;	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	2	1	0	0	0	3	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
OTU_348;size=175;	0	7	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	135	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0
OTU_172;size=734;	0	5	3	0	0	0	28	15	18	50	0	28	5	0	0	0	0	0	0	0	2	0	0	0	24	10	0	41	0	20	8	2	0	2	4	7	1	1	1	0	0	5	0	35	0	27	0	0	1	0	0	0	0	0	7	7
OTU_2571;size=22;	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	1	0	0	1	1	0	0	0	0	1	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0
OTU_1547;size=13;	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0
OTU_4565;size=294;	0	0	0	0	0	0	0	3	38	6	0	0	0	0	2	0	0	0	0	0	0	7	6	5	29	50	0	6	0	53	0	0	2	0	0	0	2	0	0	17	0	0	1	4	3	1	0	0	10	2	0	0	0	8	8	7
OTU_377;size=252;	0	38	0	12	0	0	2	1	10	2	5	15	2	0	0	0	0	0	0	0	18	5	0	0	26	18	0	10	0	0	5	0	0	0	3	1	12	3	11	5	1	0	0	0	0	0	0	6	0	0	0	0	0	0	1	8
OTU_1714;size=91;	0	1	0	0	0	0	2	0	8	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	44	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_398;size=233;	5	4	1	0	0	1	1	2	7	7	5	5	1	15	0	0	0	0	0	0	0	10	1	0	2	2	0	17	26	3	0	2	2	14	1	1	0	13	1	3	0	0	1	7	8	8	8	3	10	3	1	3	0	0	8	3
OTU_7271;size=6;	0	17	0	1	0	2	0	0	3	2	0	12	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	55	2	1	0	1	0	4	2	0	0	1	13	0	0	0	7	22	0	3	13	15	14	2	3	1	0	14	1	18
OTU_2502;size=2;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1503;size=13;	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_700;size=70;	6	0	0	0	21	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	0	0	0	0
OTU_8870;size=7;	0	0	0	6	2	48	2	4	2	1	1	1	3	3	0	51	0	0	2	0	0	1	0	0	2	0	0	25	1	0	1	5	0	1	0	0	3	19	0	4	0	0	0	4	123	0	141	1	2	0	3	43	0	0	59	0
OTU_2682;size=31;	0	0	0	1	1	0	2	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	40	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
OTU_10008;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_122;size=671;	0	27	0	0	0	0	1	37	105	37	5	11	0	0	0	1	0	0	0	0	15	0	0	0	108	90	0	23	0	0	20	7	0	46	0	0	0	0	22	1	0	0	0	0	0	0	0	99	0	0	6	0	2	2	1	0
OTU_99;size=660;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	3	0	0	0	39	0	0	0	0	0	0	0	237	0	0	0	0	0	0	45	0	0	0	0	0	273	0	0	0	0	0	0	0
OTU_11158;size=5;	0	0	1	0	1	4	1	0	1	2	0	0	0	4	1	2	0	0	0	0	0	0	3	0	2	1	0	2	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	4	1	0	1	6	1	2	0	2	0	0	0	7
OTU_2595;size=41;	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	5	2	3	0	0	0	0	2	3	0	0	0	0	2	0	2	6	2	10	0	0	0	0	0	2	0	0	0	0
OTU_3951;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1074;size=23;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10090;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_237;size=515;	51	4	1	0	0	0	0	0	51	4	57	7	4	18	0	5	0	0	0	0	9	89	0	2	1	38	0	12	0	12	39	2	2	15	1	0	11	15	139	6	1	0	0	3	0	6	11	61	1	1	0	5	1	1	5	37
OTU_3947;size=44;	2	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	1	1	8	11	8	0	1	0	4	0	2	0	0	0	10	0	0	4	0	2	0	0	1	1	0	0	0
OTU_9315;size=11;	6	2	4	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	11	0	3	0	0	0	4	18	4	0	1	0	5	0	7	0	0	1	0	2	2	0	1	5	1	9	4	0	0	0	2
OTU_296;size=266;	0	5	0	0	0	3	0	1	0	0	0	0	4	2	0	0	0	1	0	1	0	1	1	0	1	1	0	5	111	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	2	0	0	1	5	48	9	1	0	3	0	0
OTU_1073;size=146;	0	0	1	2	0	0	2	6	6	4	10	26	2	0	0	0	0	1	0	1	0	2	0	0	8	2	0	32	1	0	1	1	0	16	1	0	4	11	8	14	1	0	0	11	0	6	0	2	7	0	0	2	0	0	10	4
OTU_10737;size=1;	0	4	0	0	0	0	5	9	96	33	0	0	0	1	0	0	0	0	0	0	0	0	0	0	60	117	0	85	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	3	4	0	0	0	0	0	0	0	0
OTU_520;size=95;	0	0	5	0	0	0	2	7	8	13	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	26	2	1	3	0	0	0	19	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	1	0	0	0	0	0
OTU_3989;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_164;size=671;	18	1	13	4	22	3	0	1	0	8	44	9	49	0	0	1	10	0	1	17	8	1	1	7	0	0	0	28	11	40	0	27	32	7	0	0	15	18	45	56	2	12	5	27	4	2	25	9	3	45	3	30	1	0	0	6
OTU_298;size=183;	2	1	0	0	0	0	1	10	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	32	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
OTU_6825;size=5;	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	6	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	2	1	1
OTU_717;size=68;	0	0	3	0	2	1	0	0	0	0	0	0	0	0	4	3	11	0	1	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0	2	3	9	8	0	4
OTU_203;size=278;	0	0	1	1	0	0	2	4	9	164	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	58	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	0	0	0	4	0
OTU_2630;size=6;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1322;size=50;	0	2	0	1	0	0	2	5	1	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	16	0	0	1	0	0	0	2	0	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
