,Plot1-B,Plot1-L,Plot2-C,Plot2-M,Plot3-H,Plot3-N,Plot4-A,Plot4-N,Plot5-I,Plot5-N,Plot6-I,Plot6-N,Plot7-M,Plot7-N,Plot8-I,Plot8-O,Plot9-L,Plot9-N,Plot10-A,Plot10-E
SRR1706037.42763,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706077.34680,0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0
SRR1706122.28519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706072.40067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.11749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706097.33845,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706067.33715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706107.43200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1706062.45561,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.30171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706072.15407,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1
SRR1706062.19878,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.24224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706077.11583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706077.39770,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706127.31464,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
SRR1706107.600,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,1,0,0
SRR1706062.37245,0,3,0,1,0,0,31,11,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706107.29599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1706112.34781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SRR1706057.8611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.18303,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706057.31756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706117.24859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706062.25168,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706092.5725,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
SRR1706112.19943,0,0,0,0,1,0,1,2,2,0,1,0,2,0,2,2,1,1,3,1
SRR1706072.62884,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
SRR1706097.34848,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706117.32306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706122.25631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,9
SRR1706122.10909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706122.17617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706127.47426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706127.1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706072.2481,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706092.1957,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
SRR1706067.10305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706047.27132,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,4,1,1,1
SRR1706047.24413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706067.22090,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.1390,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
SRR1706062.40989,0,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.29566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706062.21771,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706127.6658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706072.31894,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SRR1706112.1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706112.12574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706067.24504,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706087.19649,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1
SRR1706082.35985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706082.32130,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706072.104597,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.22719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706112.35947,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706112.28445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706072.37225,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0
SRR1706127.36212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706102.55467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706127.39677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706107.26053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1706062.33277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706057.1643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706117.13112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706072.66198,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.5517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SRR1706062.49891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.13524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.33301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706047.34963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.11914,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3
SRR1706057.14438,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706117.26293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706062.15874,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.23250,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
SRR1706067.10047,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.1233,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706067.23506,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.66108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.46607,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.13761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706057.18084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.11860,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.6905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706067.32138,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.24750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706077.30517,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706077.6951,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706072.32279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.100263,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706077.29879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706112.9632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SRR1706062.50220,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.12887,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.22278,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
SRR1706067.34939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.24723,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.30898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SRR1706062.71174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706092.22569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706072.73553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.15877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706097.8884,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706062.52569,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706037.36511,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.36408,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.23481,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706097.11850,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0
SRR1706042.38364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.104163,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.34905,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.90488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.73781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706102.26004,0,0,5,1,2,0,0,1,6,0,0,1,0,2,3,10,17,5,8,12
SRR1706052.30670,0,0,0,2,2,3,0,0,0,1,2,0,3,0,2,2,0,2,0,2
SRR1706072.37108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706107.31432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1706107.20974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1706112.20188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0
SRR1706057.35646,0,6,5,1,6,6,4,12,11,2,4,1,4,0,1,11,9,1,21,8
SRR1706062.2575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.47794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.41028,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.72952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.49115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.48554,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706057.28640,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706117.6732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706107.2563,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
SRR1706082.35830,0,1,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0
SRR1706107.28606,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
SRR1706077.10235,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
SRR1706082.6352,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706067.15145,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.53536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.1270,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.37911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2
SRR1706102.24536,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1
SRR1706037.37276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.19792,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706112.23027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706127.34801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706032.30763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.11360,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.26733,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1706092.17141,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SRR1706072.10772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.52955,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.10477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SRR1706097.32251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706042.2643,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.53395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SRR1706117.29647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706072.59071,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.18409,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706042.35233,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,0
SRR1706062.49682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706032.4270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706107.21114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SRR1706062.20024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.40557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706122.35899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706122.43844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706127.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706072.43148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SRR1706072.83214,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706097.11835,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
SRR1706072.64539,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.15132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706037.31805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.36493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.11990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.9451,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.34270,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.27204,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
SRR1706127.6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706062.71780,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706117.41999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SRR1706122.27904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
SRR1706077.22925,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706077.4245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706082.16793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706077.2627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SRR1706082.32668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706082.11231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706067.13059,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.29971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SRR1706122.13701,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706127.28420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706112.11631,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1
SRR1706092.14064,0,0,2,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
SRR1706037.20455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.23183,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706077.26450,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
SRR1706037.10763,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706037.17749,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.77221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.25004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706037.1161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.26043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.50727,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706042.38573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
SRR1706037.27539,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.56021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.9849,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.27949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.40146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706052.19722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.91262,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.32653,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706037.24673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.65083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706112.9081,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,2,0,1,0
SRR1706067.16921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.25677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706057.6068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706052.14948,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.16526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRR1706082.36500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706037.11154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.62902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.25275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SRR1706072.84211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706102.9858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRR1706062.35258,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.29110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SRR1706062.61476,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706122.43173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SRR1706112.39263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706072.25793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706042.722,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706047.7657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.26457,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SRR1706082.1554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706112.38106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
SRR1706062.20717,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.34613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706067.26166,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
SRR1706097.37075,0,0,0,0,0,0,1,0,0,0,1,0,2,4,0,0,0,0,0,0
SRR1706062.57345,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706097.48161,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SRR1706047.19409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.9522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706052.3477,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.102692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706092.26864,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SRR1706037.17818,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706082.24741,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SRR1706047.13470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706102.20361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SRR1706077.30913,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
SRR1706062.49355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.13962,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.23518,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0
SRR1706072.65217,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706107.16486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRR1706067.23875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706072.6798,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706067.38423,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.4893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SRR1706072.96291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.41386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706117.1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRR1706122.9343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SRR1706112.11854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SRR1706087.17579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
SRR1706072.90502,0,0,0,1,2,0,1,0,4,0,1,0,0,1,0,0,0,0,3,0
SRR1706057.8956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.10106,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.29749,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706127.32370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRR1706062.33359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706062.40635,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR1706077.13168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
