Superkingdom	Kingdom	Subkingdom	Infrakingdom	Superphylum	Phylum	Subphylum	Infraphylum	Superclass	Class	Subclass	Infraclass	Superorder	Order
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Coccidiomorphea	Coelotrophia	Coelotrophia	Coelotrophia	Coelotrophia
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Coccidiomorphea	Coelotrophia	Coelotrophia	Coelotrophia	Coelotrophiida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Coccidiomorphea	Hematozoa	Hematozoa	Hematozoa	Hematozoa
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Coccidiomorphea	Hematozoa	Hematozoa	Aconoidia	Aconoidia
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Coccidiomorphea	Hematozoa	Hematozoa	Aconoidia	Nephromycida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Coccidiomorphea	Hematozoa	Hematozoa	Aconoidia	Piroplasmida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Coccidiomorphea	Hematozoa	Hematozoa	Haemosporidia	Haemosporidia
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Coccidiomorphea	Hematozoa	Hematozoa	Haemosporidia	Haemosporida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Gregarinomorphea	Gregarinomorphea	Gregarinomorphea	Gregarinomorphea	Gregarinomorphea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Gregarinomorphea	Cryptogregaria	Cryptogregaria	Cryptogregaria	Cryptogregaria
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Gregarinomorphea	Cryptogregaria	Cryptogregaria	Cryptogregaria	Cryptogregarida (Cryptosporidium
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Gregarinomorphea	Histogregaria	Histogregaria	Histogregaria	Histogregaria
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Gregarinomorphea	Histogregaria	Histogregaria	Histogregaria	Histogregarida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Gregarinomorphea	Orthogregarinia	Orthogregarinia	Orthogregarinia	Orthogregarinia
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Gregarinomorphea	Orthogregarinia	Orthogregarinia	Orthogregarinia	Arthrogregarida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Gregarinomorphea	Orthogregarinia	Orthogregarinia	Orthogregarinia	Vermigregarida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Paragregarea	Paragregarea	Paragregarea	Paragregarea	Paragregarea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Paragregarea	Paragregarea	Paragregarea	Paragregarea	Archigregarinida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Paragregarea	Paragregarea	Paragregarea	Paragregarea	Stenophorida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Apicomplexa	Sporozoa	Paragregarea	Paragregarea	Paragregarea	Paragregarea	Velocida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinozoa	Dinozoa	Dinozoa	Dinozoa	Dinozoa	Dinozoa
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinoflagellata	Dinoflagellata	Dinoflagellata	Dinoflagellata	Dinoflagellata 
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Dinophyceae	Dinophyceae	Dinophyceae	Dinophyceae
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	N.N.	N.N.	N.N.	N.N.
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	N.N.	N.N.	N.N.	Actiniscales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	N.N.	N.N.	N.N.	Blastodinales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	N.N.	N.N.	N.N.	Coccidinales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	N.N.	N.N.	N.N.	Dinamoebales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	N.N.	N.N.	N.N.	Lophodinales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	N.N.	N.N.	N.N.	Pyrocystales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	N.N.	N.N.	N.N.	Thoracosphaerales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Dinophysoidia	Dinophysoidia	Dinophysoidia	Dinophysoidia
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Dinophysoidia	Dinophysoidia	Dinophysoidia	Dinophysidales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Dinophysoidia	Dinophysoidia	Dinophysoidia	Nannoceratopsales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Gonyaulacoidia	Gonyaulacoidia	Gonyaulacoidia	Gonyaulacoidia
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Gonyaulacoidia	Gonyaulacoidia	Gonyaulacoidia	Gonyaulacales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Gonyaulacoidia	Gonyaulacoidia	Gonyaulacoidia	Gymnodiniales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Peridinoidia	Peridinoidia	Peridinoidia	Peridinoidia
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Peridinoidia	Peridinoidia	Peridinoidia	Peridiniales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Peridinoidia	Peridinoidia	Peridinoidia	Prorocentrales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Suessioidia	Suessioidia	Suessioidia	Suessioidia
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Dinophyceae	Suessioidia	Suessioidia	Suessioidia	Suessiales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Ellobiopsea	Ellobiopsea	Ellobiopsea	Ellobiopsea	Ellobiopsea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Ellobiopsea	Ellobiopsea	Ellobiopsea	Ellobiopsea	Ellobiopsida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Noctilucea	Noctilucea	Noctilucea	Noctilucea	Noctilucea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Noctilucea	Noctilucea	Noctilucea	Noctilucea	Noctilucida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Oxyrrhea	Oxyrrhea	Oxyrrhea	Oxyrrhea	Oxyrrhea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Oxyrrhea	Oxyrrhea	Oxyrrhea	Oxyrrhea	Acrocoelida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Oxyrrhea	Oxyrrhea	Oxyrrhea	Oxyrrhea	Oxyrrhida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Syndinea	Syndinea	Syndinea	Syndinea	Syndinea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Syndinea	Syndinea	Syndinea	Syndinea	Rastrimonadida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Dinoflagellata	Syndinea	Syndinea	Syndinea	Syndinea	Syndinida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Perkinsozoa	Perkinsozoa	Perkinsozoa	Perkinsozoa	Perkinsozoa	Perkinsozoa
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Perkinsozoa	Myzomonadea	Myzomonadea	Myzomonadea	Myzomonadea	Myzomonadea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Perkinsozoa	Myzomonadea	Myzomonadea	Myzomonadea	Myzomonadea	Algovorida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Perkinsozoa	Perkinsea	Perkinsea	Perkinsea	Perkinsea	Perkinsea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Perkinsozoa	Perkinsea	Perkinsea	Perkinsea	Perkinsea	Perkinsida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Perkinsozoa	Perkinsea	Perkinsea	Perkinsea	Perkinsea	Phagodinida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Perkinsozoa	Squirmidea	Squirmidea	Squirmidea	Squirmidea	Squirmidea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Myzozoa	Dinozoa	Perkinsozoa	Squirmidea	Squirmidea	Squirmidea	Squirmidea	Squirmida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Protalveolata	Protalveolata	Protalveolata	Colponemea	Colponemea	Colponemea	Colponemea	Colponemea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Alveolata	Miozoa	Protalveolata	Protalveolata	Protalveolata	Colponemea	Colponemea	Colponemea	Colponemea	Colponemida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Bigyra	Bigyra	Bigyra	Bigyra	Bigyra	Bigyra	Bigyra	Bigyra	Bigyra
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Bikosea	Bikosea	Bikosea	Bikosea	Bikosea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Bikosea	Bikosea	Bikosea	Bikosea	Anoecida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Bikosea	Bikosea	Bikosea	Bikosea	Bicoecida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Bikosea	Bikosea	Bikosea	Bikosea	Borokida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Bikosea	Bikosea	Bikosea	Bikosea	Pseudodendromonadida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Bikosea	Bikosea	Bikosea	Bikosea	Rictida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Blastocystea	Blastocystea	Blastocystea	Blastocystea	Blastocystea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Blastocystea	Blastocystea	Blastocystea	Blastocystea	Blastocystida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Nanomonadea	Nanomonadea	Nanomonadea	Nanomonadea	Nanomonadea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Nanomonadea	Nanomonadea	Nanomonadea	Nanomonadea	Uniciliatida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Opalinea	Opalinea	Opalinea	Opalinea	Opalinea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Opalinea	Opalinea	Opalinea	Opalinea	Opalinida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Opalinea	Opalinea	Opalinea	Opalinea	Proteromonadida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Labyrinthulea	Labyrinthulea	Labyrinthulea	Labyrinthulea	Labyrinthulea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Labyrinthulea	Labyrinthulea	Labyrinthulea	Labyrinthulea	Labyrinthulida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Labyrinthulea	Labyrinthulea	Labyrinthulea	Labyrinthulea	Thraustochytriida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Placididea	Placididea	Placididea	Placididea	Placididea
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Heterokonta	Placididea	Placididea	Placididea	Placididea	Placidiida
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophyceae	Bacillariophyceae	Bacillariophyceae	Bacillariophyceae
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Achnanthales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Bacillariales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Cymbellales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Dictyoneidales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Eunotiales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Lyrellales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Mastogloiales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Naviculales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Rhopalodiales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Surirellales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Bacillariophycidae	Bacillariophycidae	Bacillariophycidae	Thalassiophysales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Anaulales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Arachnoidiscales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Asterolamprales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Aulacoseirales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Biddulphiales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Chaetocerotales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Chrysanthemodiscales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Corethrales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Cymatosirales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Ethmodiscales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Hemiaulales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Leptocylindrales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Lithodesmiales 
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Melosirales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Orthoseirales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Paraliales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Rhizosoleniales 
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Stictocyclales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Stictodiscales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Thalassiosirales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Coscinodiscophycidae	Coscinodiscophycidae	Coscinodiscophycidae	Triceratiales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Fragilariophycidae	Fragilariophycidae	Fragilariophycidae	Fragilariophycidae
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Fragilariophycidae	Fragilariophycidae	Fragilariophycidae	Ardissoneales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Fragilariophycidae	Fragilariophycidae	Fragilariophycidae	Climacospheniales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Fragilariophycidae	Fragilariophycidae	Fragilariophycidae	Cyclophorales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Fragilariophycidae	Fragilariophycidae	Fragilariophycidae	Fragilariales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Fragilariophycidae	Fragilariophycidae	Fragilariophycidae	Licmophorales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Fragilariophycidae	Fragilariophycidae	Fragilariophycidae	Protoraphidales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Fragilariophycidae	Fragilariophycidae	Fragilariophycidae	Rhabdonematales
EUKARYOTA	CHROMISTA	HAROSA	HAROSA	Heterokonta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Fragilariophycidae	Fragilariophycidae	Fragilariophycidae	Rhaphoneidales
