OTU_id	CM30c28-P	Plot05-I	CM30c46-O	CM30b58-I	CM30c60-B	LB5-I	CM31a5-A	CM30c-O	Plot05-N	CM30d3-D	CM30c44-C	CM30c39-E	CM30c30-L	CM30c53-I	CM30b60-M	CM30c39-A	CM30b51-B	CM30d12-H	CM30c53-B	CM30c30-N	Plot03-N	CM30d12-L	Plot08-I	Plot06-I	Plot02-C	Plot03-H	Plot01-L	CM30c35-D	Plot08-O	LB5-A	CM30c60-A	Plot04-N	CM30b60-E	CM30c28-N	CM30c37-L	CM30c62-D	CM31a5-B	CM30c37-E	CM30c44-B	CM30d3-L	Plot01-B	LB1-E	Plot02-M	CM30b51-M	Plot07-M	LB1-A	CM30c-P	Plot06-N	CM30c46-D	Plot07-N	CM30c51-I	CM30c35-B	Plot04-A	CM30c51-H	CM30b58-C	CM30c62-M
M00598_54_000000000-ABCWN_1_2103_20889_4773|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
M00598_54_000000000-ABCWN_1_2105_21712_17867|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_14323_18024|gene_26S	1	0	0	11	3	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2103_15496_9384|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M00598_54_000000000-ABCWN_1_2103_10830_12410|gene_26S	0	0	0	4	1	0	1	2	0	1	0	2	0	7	0	0	14	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	3	1	4	1	0	0	0	0	0	0	5	3	0	0	4	3	0	1	1	1	10	0	2	8
M00598_54_000000000-ABCWN_1_2103_17161_11406|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00598_54_000000000-ABCWN_1_1113_15269_4551|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_2104_12405_2098|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
M00598_54_000000000-ABCWN_1_2110_28358_17527|gene_26S	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1106_14998_13630|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_17559_21456|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_18988_8912|gene_26S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_28169_9036|gene_26S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	3	0	12	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2103_25292_5581|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_20602_9366|gene_26S	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_13967_19408|gene_26S	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_12648_16416|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
M00598_54_000000000-ABCWN_1_2104_22305_19356|gene_26S	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1108_15475_13193|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1117_10219_22244|gene_26S	0	2	9	0	0	2	0	0	0	1	0	0	1	0	0	0	0	7	0	0	0	0	1	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	5	5	0	0	0	0	0	0	0	0	8	0	0	7	0
M00598_54_000000000-ABCWN_1_1112_20016_14893|gene_26S	0	0	3	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	22	0
M00598_54_000000000-ABCWN_1_2104_10576_7797|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
M00598_54_000000000-ABCWN_1_2111_9371_10894|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1113_27397_9607|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
M00598_54_000000000-ABCWN_1_2110_27785_10534|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2103_10902_19885|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M00598_54_000000000-ABCWN_1_2103_25621_19804|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
M00598_54_000000000-ABCWN_1_1103_18334_20094|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1119_17542_23440|gene_26S	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_28398_14727|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_1105_24049_10704|gene_26S	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M00598_54_000000000-ABCWN_1_2117_22402_9593|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_23748_7067|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_2102_10447_5134|gene_26S	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_1104_28200_7188|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
M00598_54_000000000-ABCWN_1_1104_16309_6728|gene_26S	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_17102_2336|gene_26S	0	3	0	0	1	0	0	2	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	2	0	0	6	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	1
M00598_54_000000000-ABCWN_1_1104_8955_14267|gene_26S	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2109_10720_6268|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
M00598_54_000000000-ABCWN_1_1104_26310_16229|gene_26S	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2117_15267_6760|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_12723_21056|gene_26S	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_20186_17906|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_1104_26209_10167|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M00598_54_000000000-ABCWN_1_1104_11052_18134|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
M00598_54_000000000-ABCWN_1_2102_8760_14633|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_2109_26141_10151|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M00598_54_000000000-ABCWN_1_2102_13818_17847|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_22184_6970|gene_26S	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_23666_7116|gene_26S	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2106_21909_9317|gene_26S	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
M00598_54_000000000-ABCWN_1_1104_10002_16240|gene_26S	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_17702_8414|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
M00598_54_000000000-ABCWN_1_1104_19326_12297|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_1104_14239_12440|gene_26S	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M00598_54_000000000-ABCWN_1_1103_18490_18242|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_1103_18502_18516|gene_26S	0	4	0	4	1	0	0	0	1	0	0	0	0	0	0	0	8	1	0	0	0	1	0	0	0	0	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_1101_6609_21839|gene_26S	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_2118_26693_13302|gene_26S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_5320_13099|gene_26S	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_16297_19766|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	3	2
M00598_54_000000000-ABCWN_1_1104_13554_20524|gene_26S	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_16219_15826|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_2109_25011_12918|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	15	0	0	0
M00598_54_000000000-ABCWN_1_2101_19776_20366|gene_26S	3	1	0	14	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	131	0	0	0	1	1	0	0	21	3
M00598_54_000000000-ABCWN_1_1105_17749_18462|gene_26S	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_13887_7513|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1117_8958_16647|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2119_16735_8736|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_23384_23765|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M00598_54_000000000-ABCWN_1_2119_19555_24329|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2111_19071_10175|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00598_54_000000000-ABCWN_1_1103_19653_10948|gene_26S	0	0	0	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
M00598_54_000000000-ABCWN_1_1102_24442_10533|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_9543_10606|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00598_54_000000000-ABCWN_1_2110_5608_11173|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0
M00598_54_000000000-ABCWN_1_1103_17175_15598|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_20131_15890|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2118_11338_18065|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_13702_10264|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M00598_54_000000000-ABCWN_1_2109_22063_3427|gene_26S	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	2	0	1	0	0	9	2	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	12	0	0	2
M00598_54_000000000-ABCWN_1_1104_23881_11456|gene_26S	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2103_10908_8363|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_19918_11194|gene_26S	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2109_17283_7455|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
M00598_54_000000000-ABCWN_1_1104_14581_10638|gene_26S	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_1101_24028_7629|gene_26S	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_1102_18735_10643|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_1102_11746_13677|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_1107_17308_15747|gene_26S	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	3	0	0	2	0	0	2	5	1	6	11	0	4	0	1	0	0	0	0	2	0	7	9	0	0	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_1103_6860_13368|gene_26S	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	5	0	0	0	0	0	10	0	3	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_15041_14201|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2105_13143_5541|gene_26S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
